uri,name,dynasty,ocre,AV,AR,AE,worn,notes,year
http://nomisma.org/id/pertinax,Pertinax,Year of the 5 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Pertinax%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.166.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50042.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50049.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.343.obv.width350.jpg,,193 AD- 194 AD
http://nomisma.org/id/didius_julianus,Didius Julianus,Year of the 5 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Didius Julianus%22,http://ww2.smb.museum/mk_edit/images/n3/3799/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50054.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50056.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1951/1951.61.79.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50053.obv.width350.jpg,,193 AD
http://nomisma.org/id/didia_clara,Didia Clara,Year of the 5 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Didia Clara%22,,http://numismatics.org/collectionimages/19001949/1935/1935.117.452.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50060.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50059.obv.width350.jpg,No AV images found,193 AD
http://nomisma.org/id/manlia_scantilla,Manlia Scantilla,Year of the 5 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Manlia Scantilla%22,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.50058.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1810.obv.width350.jpg,AV image of not good quality,193 AD
http://nomisma.org/id/pescennius_niger,Pescennius Niger,Year of the 5 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Pescennius Niger%22,,http://numismatics.org/collectionimages/19501999/1984/1984.112.1.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.50074.obv.width350.jpg,No AV images found,193 AD- 194 AD
http://nomisma.org/id/clodius_albinus,Clodius Albinus,Year of the 5 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Clodius Albinus%22,http://ww2.smb.museum/mk_edit/images/n3/3807/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1973/1973.251.5.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1954/1954.203.227.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n1/1423/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.74.obv.width350.jpg,,193 AD- 197 AD
http://nomisma.org/id/septimius_severus,Septimius Severus,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Septimius Severus%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.167.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1960/1960.175.35.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1960/1960.175.64.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50169.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.50112.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.489.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n4/4394/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1528.obv.width350.jpg,,193 AD- 211 AD/250 AD- 251 AD
http://nomisma.org/id/julia_domna,Julia Domna,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia Domna%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.50314.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1955/1955.191.23.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50312.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.50316.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.51322.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n3/3881/vs_opt.jpg,http://numismatics.org/collectionimages/00001899/0000/0000.999.22487.obv.width350.jpg,,193 AD- 222 AD
http://nomisma.org/id/caracalla,Caracalla,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Caracalla%22,http://numismatics.org/collectionimages/19501999/1955/1955.191.30.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1955/1955.191.27.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1960/1960.175.39.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.51563.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51376.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.51427.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.51555.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51700.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51694.obv.width350.jpg,,195 AD- 217 AD
http://nomisma.org/id/plautilla,Plautilla,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Plautilla%22,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1650.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1649.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.51733.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.51735.obv.width350.jpg,AV images found in BM. No good AE images found,200 AD- 210 AD
http://nomisma.org/id/geta,Geta,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Geta%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.51738.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1954/1954.256.28.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51762.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1675.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n5/5518/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51826.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1462.obv.width350.jpg,,196 AD- 212 AD
http://nomisma.org/id/macrinus,Macrinus,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Macrinus%22,http://ww2.smb.museum/mk_edit/images/n4/4392/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1987/1987.26.209.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.51845.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n0/283/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1427.obv.width350.jpg,,217 AD- 218 AD
http://nomisma.org/id/diadumenian,Diadumenian,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Diadumenian%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.175.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51867.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n3/3888/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1960/1960.170.396.obv.width350.jpg,,217 AD- 218 AD
http://nomisma.org/id/elagabalus,Elagabalus,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Elagabalus%22,http://numismatics.org/collectionimages/19501999/1955/1955.191.33.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.176.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.51875.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.52315.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4371/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1906/1906.236.510.obv.width350.jpg,,218 AD- 222 AD
http://nomisma.org/id/julia_maesa,Julia Maesa,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia Maesa%22,,http://numismatics.org/collectionimages/19001949/1923/1923.151.63.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.52397.obv.width350.jpg,,http://numismatics.org/collectionimages/19501999/1995/1995.11.1139.obv.width350.jpg,AV images found in BM. No AE images found,218 AD- 226 AD
http://nomisma.org/id/julia_soaemias,Julia Soaemias,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia Soaemias%22,,http://numismatics.org/collectionimages/19001949/1935/1935.117.640.obv.width350.jpg,,http://numismatics.org/collectionimages/19501999/1995/1995.11.1152.obv.width350.jpg,AV images found in BM,218 AD- 222 AD
http://nomisma.org/id/julia_paula,Julia Paula,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia Paula%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.52420.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.654.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.52435.obv.width350.jpg,No AV images found,219 AD- 220 AD
http://nomisma.org/id/aquilia_severa,Aquilia Severa,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Aquilia Severa%22,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1802.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1800.obv.width350.jpg,No AV and AE images found,218 AD- 222 AD
http://nomisma.org/id/annia_faustina,Annia Faustina,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Anna Faustina%22,,,http://ww2.smb.museum/mk_edit/images/n3/3928/vs_opt.jpg,,No AV and AR images found,218 AD- 222 AD
http://nomisma.org/id/severus_alexander,Severus Alexander,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Severus Alexander%22,http://numismatics.org/collectionimages/19501999/1955/1955.191.35.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1830.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.52440.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1823.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.61.87.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n0/450/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.103.12.obv.width350.jpg,,221 AD- 235 AD/250 AD- 251 AD
http://nomisma.org/id/julia_mamaea,Julia Mamaea,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia Mamaea%22,http://ww2.smb.museum/mk_edit/images/n0/288/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.53322.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.53339.obv.width350.jpg,http://numismatics.org/collectionimages/00001899/0000/0000.999.23701.obv.width350.jpg,,222 AD- 235 AD
http://nomisma.org/id/sallustia_orbiana,Sallustia Orbiana,Severan,http://numismatics.org/ocre/results?q=portrait_facet:%22Sallustia Orbiana%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.53359.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4397/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1906/1906.236.535.obv.width350.jpg,AV images found in BM,225 AD- 227 AD
http://nomisma.org/id/maximinus_thrax,Maximinus Thrax,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Maximinus Thrax%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7117.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.10457.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.98.obv.width350.jpg,No AV images found,235 AD- 238 AD
http://nomisma.org/id/caecilia_paulina,Caecilla Paulina,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Caecilla Paulina%22,,http://numismatics.org/collectionimages/19001949/1922/1922.999.47.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.10614.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1964/1964.234.1.obv.width350.jpg,No AV images found,235 AD- 236 AD
http://nomisma.org/id/gaius_julius_verus_maximus,Maximus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Maximus%22,,http://numismatics.org/collectionimages/19001949/1948/1948.19.371.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.645.obv.width350.jpg,http://numismatics.org/collectionimages/00001899/0000/0000.999.6908.obv.width350.jpg,No AV images found,235 AD- 238 AD
http://nomisma.org/id/gordian_i,Gordian I,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Gordian I%22,,http://numismatics.org/collectionimages/19001949/1935/1935.117.97.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.203.86.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.11311.obv.width350.jpg,No AV images found,238 AD
http://nomisma.org/id/gordian_ii,Gordian II,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Gordian II%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11347.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.999.10.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1352.obv.width350.jpg,,238 AD
http://nomisma.org/id/balbinus,Balbinus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Balbinus%22,,http://numismatics.org/collectionimages/19001949/1948/1948.19.383.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n28/28142/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1349.obv.width350.jpg,No AV images found,238 AD
http://nomisma.org/id/pupienus,Pupienus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Pupienus%22,,http://numismatics.org/collectionimages/19001949/1935/1935.117.115.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.13624.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.13623.obv.width350.jpg,No AV images found,238 AD
http://nomisma.org/id/gordian_iii,Gordian III,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Gordian III%22,http://numismatics.org/collectionimages/19001949/1948/1948.19.737.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.196.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.451.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.724.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4729/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1906/1906.236.34.obv.width350.jpg,,238 AD- 245 AD/253 AD- 259 AD
http://nomisma.org/id/sabinia_tranquillina,Sabinia Tranquillina,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Sabinia Tranquillina%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.19967.obv.width350.jpg,,http://ww2.smb.museum/mk_edit/images/n4/4056/vs_opt.jpg,No good AE examples found,238 AD- 244 AD
http://nomisma.org/id/philip_the_arab,Philip the Arab,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Philip the Arab%22,http://ww2.smb.museum/mk_edit/images/n22/22161/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.181.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.18376.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.18360.obv.width350.jpg,,244 AD- 249 AD/249 AD- 251 AD
http://nomisma.org/id/otacilia_severa,Otacilia Severa,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Otacilia Severa%22,,,http://ww2.smb.museum/mk_edit/images/n10/10240/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1935/1935.117.195.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1300.obv.width350.jpg,No AV and AR images found,244 AD- 251 AD
http://nomisma.org/id/philippus_ii,Philip II,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Philip II%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.58.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.18404.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1941/1941.131.504.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1906/1906.236.13.obv.width350.jpg,,249 AD- 251 AD
http://nomisma.org/id/pacatianus,Pacatianus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Pacatianus%22,,http://ww2.smb.museum/mk_edit/images/n1/1425/vs_opt.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.18356.obv.width350.jpg,,248 AD- 249 AD
http://nomisma.org/id/jotapianus,Jotapianus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Jotapianus%22,,http://ww2.smb.museum/mk_edit/images/n4/4063/vs_opt.jpg,,http://numismatics.org/collectionimages/19501999/1976/1976.159.1.obv.width350.jpg,,248 AD- 249 AD
http://nomisma.org/id/mar_silbannacus,Mar. Silbannacus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Mar. Silbannacus%22,,,,,No Examples found,247 AD- 249 AD
http://nomisma.org/id/sponsianus,Sponsianus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Sponsianus%22,,,,,No Examples found,222 AD- 284 AD
http://nomisma.org/id/trajan_decius,Trajan Decius,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Trajan Decius%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.59.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1923/1923.151.27.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.988.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1906/1906.236.32.obv.width350.jpg,,249 AD- 251 AD
http://nomisma.org/id/herennia_etruscilla,Herennia Etruscilla,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Herennia Etruscilla%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.78.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.830.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.26978.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.102.8.obv.width350.jpg,,249 AD- 251 AD
http://nomisma.org/id/herennius_etruscus,Herennius Etruscus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Herennius Etruscus%22,,http://numismatics.org/collectionimages/19001949/1948/1948.19.836.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1204.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.26998.obv.width350.jpg,AV images found in BM,249 AD- 251 AD
http://nomisma.org/id/hostilian,Hostilian,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Hostilian%22,http://numismatics.org/collectionimages/19001949/1948/1948.19.840.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.234.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.203.118.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1273.obv.width350.jpg,,249 AD- 251 AD
http://nomisma.org/id/trebonianus_gallus,Trebonianus Gallus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Trebonianus Gallus%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.80.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.27014.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n0/772/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1256.obv.width350.jpg,,250 AD- 253 AD
http://nomisma.org/id/volusian,Volusian,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Volusian%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.81.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.19.13.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1205.obv.width350.jpg,http://numismatics.org/collectionimages/00001899/0000/0000.999.11201.obv.width350.jpg,,251 AD- 253 AD
http://nomisma.org/id/aemilian,Aemilian,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Aemilian%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27140.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.27144.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1992/1992.1.17.obv.width350.jpg,AV images found in BM,253 AD
http://nomisma.org/id/cornelia_supera,Cornelia Supera,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Cornelia Supera%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27147.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27147.obv.width350.jpg|http://numismatics.org/collectionimages/00001899/%201966/%201966.209.1.obv.width350.jpg,,253 AD
http://nomisma.org/id/uranius_antoninus,Uranius Antoninus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Uranius Antoninus%22,,,,,ric.4.uran_ant.3a recently added to ANS example,253 AD- 254 AD
http://nomisma.org/id/valerian,Valerian,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Valerian%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.83.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1985/1985.5.19.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.203.120.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1108.obv.width350.jpg,,253 AD- 260 AD
http://nomisma.org/id/egnatia_mariniana,Egnatia Mariniana,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Egnatia Mariniana%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27252.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.27256.obv.width350.jpg,http://numismatics.org/collectionimages/00001899/0000/0000.999.11203.obv.width350.jpg,AV images found in BM,253 AD- 256 AD
http://nomisma.org/id/gallienus,Gallienus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Gallienus%22,http://ww2.smb.museum/mk_edit/images/n0/296/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n5/5921/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.30395.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.85098.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n0/693/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.27204.obv.width350.jpg,,253 AD- 268 AD
http://nomisma.org/id/cornelia_salonina,Cornelia Salonina,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Cornelia Salonina%22,http://ww2.smb.museum/mk_edit/images/n0/689/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1912/1912.12.3.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1974/1974.26.528.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1935/1935.117.299.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.30715.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.203.132.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1991/1991.9.159.obv.width350.jpg,,253 AD- 268 AD
http://nomisma.org/id/quintus_julius_gallienus,Quintus Julius Gallienus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Quintus Julius Gallienus%22,,,,,No Examples found,255 AD
http://nomisma.org/id/valerian_ii,Valerian II,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Valerian II%22,,http://ww2.smb.museum/mk_edit/images/n0/725/vs_opt.jpg,,http://numismatics.org/collectionimages/19501999/1970/1970.165.120.obv.width350.jpg,No AV images found,253 AD- 260 AD
http://nomisma.org/id/saloninus,Saloninus,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Saloninus%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27288.obv.width350.jpg,,http://coins.lib.virginia.edu/images/coins/screen/n1991_17_167_obv.jpg,AV images found in BM,253 AD- 260 AD
http://nomisma.org/id/macrianus_minor,Macrianus Minor,Third Century Crisis,http://numismatics.org/ocre/results?q=portrait_facet:%22Macrianus Minor%22,,http://ww2.smb.museum/mk_edit/images/n0/812/vs_opt.jpg,,http://ww2.smb.museum/mk_edit/images/n1/1428/vs_opt.jpg,AV images found in BM,260 AD- 261 AD
